TestTournament1;676;11;$(startingDate)';$(conclusionDate)';14;OPEN
TestTournament2;676;11;$(startingDate)';$(conclusionDate)';5;OPEN
TestTournament3;676;11;$(startingDate)';$(conclusionDate)';13;OPEN
TestTournament4;676;11;$(startingDate)';$(conclusionDate)';8;OPEN
TestTournament5;676;11;$(startingDate)';$(conclusionDate)';23;OPEN
TestTournament6;676;11;$(startingDate)';$(conclusionDate)';21;OPEN
TestTournament7;676;11;$(startingDate)';$(conclusionDate)';43;OPEN
TestTournament8;676;11;$(startingDate)';$(conclusionDate)';5;OPEN
TestTournament9;676;11;$(startingDate)';$(conclusionDate)';34;OPEN
TestTournament10;676;11;$(startingDate)';$(conclusionDate)';16;OPEN
TestTournament11;676;11;$(startingDate)';$(conclusionDate)';38;OPEN
TestTournament12;676;11;$(startingDate)';$(conclusionDate)';10;OPEN
TestTournament13;676;11;$(startingDate)';$(conclusionDate)';39;OPEN
TestTournament14;676;11;$(startingDate)';$(conclusionDate)';43;OPEN
TestTournament15;676;11;$(startingDate)';$(conclusionDate)';34;OPEN
TestTournament16;676;11;$(startingDate)';$(conclusionDate)';30;OPEN
TestTournament17;676;11;$(startingDate)';$(conclusionDate)';17;OPEN
TestTournament18;676;11;$(startingDate)';$(conclusionDate)';42;OPEN
TestTournament19;676;11;$(startingDate)';$(conclusionDate)';10;OPEN
TestTournament20;676;11;$(startingDate)';$(conclusionDate)';7;OPEN
TestTournament21;676;11;$(startingDate)';$(conclusionDate)';49;OPEN
TestTournament22;676;11;$(startingDate)';$(conclusionDate)';42;OPEN
TestTournament23;676;11;$(startingDate)';$(conclusionDate)';45;OPEN
TestTournament24;676;11;$(startingDate)';$(conclusionDate)';27;OPEN
TestTournament25;676;11;$(startingDate)';$(conclusionDate)';17;OPEN
TestTournament26;676;11;$(startingDate)';$(conclusionDate)';30;OPEN
TestTournament27;676;11;$(startingDate)';$(conclusionDate)';10;OPEN
TestTournament28;676;11;$(startingDate)';$(conclusionDate)';26;OPEN
TestTournament29;676;11;$(startingDate)';$(conclusionDate)';25;OPEN
TestTournament30;676;11;$(startingDate)';$(conclusionDate)';21;OPEN
TestTournament31;676;11;$(startingDate)';$(conclusionDate)';35;OPEN
TestTournament32;676;11;$(startingDate)';$(conclusionDate)';18;OPEN
TestTournament33;676;11;$(startingDate)';$(conclusionDate)';46;OPEN
TestTournament34;676;11;$(startingDate)';$(conclusionDate)';43;OPEN
TestTournament35;676;11;$(startingDate)';$(conclusionDate)';27;OPEN
TestTournament36;676;11;$(startingDate)';$(conclusionDate)';19;OPEN
TestTournament37;676;11;$(startingDate)';$(conclusionDate)';9;OPEN
TestTournament38;676;11;$(startingDate)';$(conclusionDate)';5;OPEN
TestTournament39;676;11;$(startingDate)';$(conclusionDate)';10;OPEN
TestTournament40;676;11;$(startingDate)';$(conclusionDate)';24;OPEN
TestTournament41;676;11;$(startingDate)';$(conclusionDate)';7;OPEN
TestTournament42;676;11;$(startingDate)';$(conclusionDate)';47;OPEN
TestTournament43;676;11;$(startingDate)';$(conclusionDate)';15;OPEN
TestTournament44;676;11;$(startingDate)';$(conclusionDate)';2;OPEN
TestTournament45;676;11;$(startingDate)';$(conclusionDate)';14;OPEN
TestTournament46;676;11;$(startingDate)';$(conclusionDate)';21;OPEN
TestTournament47;676;11;$(startingDate)';$(conclusionDate)';3;OPEN
TestTournament48;676;11;$(startingDate)';$(conclusionDate)';39;OPEN
TestTournament49;676;11;$(startingDate)';$(conclusionDate)';8;OPEN
TestTournament50;676;11;$(startingDate)';$(conclusionDate)';15;OPEN
TestTournament51;676;11;$(startingDate)';$(conclusionDate)';25;OPEN
TestTournament52;676;11;$(startingDate)';$(conclusionDate)';35;OPEN
TestTournament53;676;11;$(startingDate)';$(conclusionDate)';0;OPEN
TestTournament54;676;11;$(startingDate)';$(conclusionDate)';25;OPEN
TestTournament55;676;11;$(startingDate)';$(conclusionDate)';47;OPEN
TestTournament56;676;11;$(startingDate)';$(conclusionDate)';17;OPEN
TestTournament57;676;11;$(startingDate)';$(conclusionDate)';28;OPEN
TestTournament58;676;11;$(startingDate)';$(conclusionDate)';46;OPEN
TestTournament59;676;11;$(startingDate)';$(conclusionDate)';37;OPEN
TestTournament60;676;11;$(startingDate)';$(conclusionDate)';6;OPEN
TestTournament61;676;11;$(startingDate)';$(conclusionDate)';25;OPEN
TestTournament62;676;11;$(startingDate)';$(conclusionDate)';29;OPEN
TestTournament63;676;11;$(startingDate)';$(conclusionDate)';39;OPEN
TestTournament64;676;11;$(startingDate)';$(conclusionDate)';49;OPEN
TestTournament65;676;11;$(startingDate)';$(conclusionDate)';28;OPEN
TestTournament66;676;11;$(startingDate)';$(conclusionDate)';29;OPEN
TestTournament67;676;11;$(startingDate)';$(conclusionDate)';28;OPEN
TestTournament68;676;11;$(startingDate)';$(conclusionDate)';21;OPEN
TestTournament69;676;11;$(startingDate)';$(conclusionDate)';41;OPEN
TestTournament70;676;11;$(startingDate)';$(conclusionDate)';46;OPEN
TestTournament71;676;11;$(startingDate)';$(conclusionDate)';48;OPEN
TestTournament72;676;11;$(startingDate)';$(conclusionDate)';48;OPEN
TestTournament73;676;11;$(startingDate)';$(conclusionDate)';44;OPEN
TestTournament74;676;11;$(startingDate)';$(conclusionDate)';40;OPEN
TestTournament75;676;11;$(startingDate)';$(conclusionDate)';26;OPEN
TestTournament76;676;11;$(startingDate)';$(conclusionDate)';16;OPEN
TestTournament77;676;11;$(startingDate)';$(conclusionDate)';4;OPEN
TestTournament78;676;11;$(startingDate)';$(conclusionDate)';42;OPEN
TestTournament79;676;11;$(startingDate)';$(conclusionDate)';0;OPEN
TestTournament80;676;11;$(startingDate)';$(conclusionDate)';37;OPEN
TestTournament81;676;11;$(startingDate)';$(conclusionDate)';20;OPEN
TestTournament82;676;11;$(startingDate)';$(conclusionDate)';30;OPEN
TestTournament83;676;11;$(startingDate)';$(conclusionDate)';12;OPEN
TestTournament84;676;11;$(startingDate)';$(conclusionDate)';22;OPEN
TestTournament85;676;11;$(startingDate)';$(conclusionDate)';43;OPEN
TestTournament86;676;11;$(startingDate)';$(conclusionDate)';13;OPEN
TestTournament87;676;11;$(startingDate)';$(conclusionDate)';47;OPEN
TestTournament88;676;11;$(startingDate)';$(conclusionDate)';24;OPEN
TestTournament89;676;11;$(startingDate)';$(conclusionDate)';27;OPEN
TestTournament90;676;11;$(startingDate)';$(conclusionDate)';19;OPEN
TestTournament91;676;11;$(startingDate)';$(conclusionDate)';12;OPEN
TestTournament92;676;11;$(startingDate)';$(conclusionDate)';45;OPEN
TestTournament93;676;11;$(startingDate)';$(conclusionDate)';47;OPEN
TestTournament94;676;11;$(startingDate)';$(conclusionDate)';17;OPEN
TestTournament95;676;11;$(startingDate)';$(conclusionDate)';39;OPEN
TestTournament96;676;11;$(startingDate)';$(conclusionDate)';17;OPEN
TestTournament97;676;11;$(startingDate)';$(conclusionDate)';38;OPEN
TestTournament98;676;11;$(startingDate)';$(conclusionDate)';46;OPEN
TestTournament99;676;11;$(startingDate)';$(conclusionDate)';4;OPEN
TestTournament100;676;11;$(startingDate)';$(conclusionDate)';4;OPEN
